1948-01-01,24HR,0,0,0,0,0,0,0,0,0,0,0,0
1982-01-01,17HR,-37,-32,-43,-38,-31,-22,-25,-35,-40,-48,-38,-48
1999-12-31,24HR,0,0,0,0,0,0,0,0,0,0,0,0
