1954-01-01,00SS,-96,-53,-43,-35,-26,-14,-18,-31,-47,-52,-82,-97
1972-12-31,17HR,-96,-72,-60,-67,-72,-42,-50,-57,-89,-70,-82,-97
1984-09-01,18HR,-71,-53,-43,-48,-52,-29,-38,-41,-65,-52,-62,-74
