1894-01-01,18HR,-48,-40,-60,-70,-44,-41,-33,-51,-46,-54,-44,-41
1985-01-31,24HR,0,0,0,0,0,0,0,0,0,0,0,0
1999-01-31,00SS,-65,-40,-60,-50,-21,-19,-16,-37,-34,-54,-59,-54
