1919-01-01,00SS,-72,-60,-58,-48,-18,-16,-12,-27,-29,-39,-76,-65
1946-08-01,17HR,-72,-80,-78,-82,-51,-40,-32,-43,-51,-52,-76,-65
1989-12-31,07HR,49,60,44,46,8,9,0,10,7,8,31,35
