1949-01-01,24HR,0,0,0,0,0,0,0,0,0,0,0,0
1976-07-01,08HR,52,62,48,11,-6,-5,-10,-8,-15,17,15,42
1986-05-18,07HR,50,60,71,55,11,8,0,20,18,37,37,41
