1854-01-01,00SS,-90,-62,-74,-56,-26,-21,-16,-36,-39,-63,-75,-70
1947-01-31,08HR,45,39,46,12,-7,-7,-9,-6,-12,14,12,26
1986-12-19,07HR,43,62,68,55,9,6,-1,17,14,32,32,24
