1907-01-01,24HR,0,0,0,0,0,0,0,0,0,0,0,0
1987-05-11,11HR,-36,-26,-30,-42,-35,-30,-28,-40,-71,-64,-49,-43
1996-07-01,24HR,0,0,0,0,0,0,0,0,0,0,0,0
