1948-01-01,24HR,0,0,0,0,0,0,0,0,0,0,0,0
1989-01-01,08HR,25,15,2,6,-2,-1,-4,-11,-10,-14,7,16
1993-12-31,24HR,0,0,0,0,0,0,0,0,0,0,0,0
