1886,-599,-439,-189,771,1161,1261,1611,1551,1441,831,141,-218
1887,-499,-539,-259,561,881,1321,1811,1401,1111,261,81,-549
1888,-599,-428,-59,431,1151,1361,1261,1391,1161,381,-109,-209
1889,-519,-589,-259,461,1471,1621,1491,1331,911,701,-69,-549
1890,-49,-599,211,531,1211,1131,1411,1561,1031,401,-9,-619
1891,-729,-379,91,281,1331,1311,1471,1341,1121,841,-49,-169
1892,-369,-149,-99,601,1041,1381,1461,1831,1281,571,-49,-609
1893,-998,-99,141,701,961,1371,1561,1511,1131,781,-69,-369
1894,-659,-169,221,931,1041,1191,1631,1421,981,621,211,-349
1895,-679,-939,-79,631,971,1411,1661,1461,1471,541,241,-339
1896,-519,-399,291,291,831,1371,1561,1231,1111,721,-89,-319
1897,-478,-99,281,511,851,1511,1501,1511,1091,501,-69,-249
1898,-89,-259,161,641,1081,1301,1351,1651,1191,731,281,-179
1899,-99,-49,71,521,881,1331,1501,1471,1051,601,271,-629
1900,-239,-39,-209,391,881,1401,1701,1441,1331,631,261,-69
1901,-569,-699,21,591,1111,1481,1641,1421,1121,731,-119,-189
1902,-139,-239,71,601,621,1281,1461,1381,1041,511,-99,-439
1903,-428,-19,311,231,1081,1311,1441,1401,1151,721,151,-399
1904,-449,-179,191,681,1051,1431,1801,1541,1021,621,111,-279
1905,-549,-319,231,351,1031,1521,1771,1541,1181,121,71,-259
1906,-309,-319,-69,601,1071,1221,1561,1451,991,751,301,-489
1907,-428,-459,-119,311,1251,1391,1311,1461,1201,1031,101,-169
1908,-419,-269,-29,321,1241,1591,1521,1281,961,671,-259,-478
1909,-478,-489,-59,701,901,1391,1391,1581,1201,881,-89,-149
1910,-259,-59,161,491,1021,1481,1331,1361,981,751,-59,41
1911,-529,-289,151,531,1141,1291,1791,1741,1281,671,231,-69
1912,-478,31,311,381,1061,1441,1541,1211,621,381,-169,-89
1913,-449,-299,341,601,1071,1341,1291,1321,1121,791,351,-129
1914,-679,-49,181,791,951,1271,1491,1551,981,631,1,-69
1915,-319,-159,-149,501,1271,1641,1471,1301,911,371,-189,121
1916,1,-199,351,621,1181,1161,1461,1401,941,541,231,-59
1917,-519,-559,-149,161,1341,1701,1621,1521,1311,501,111,-579
1918,-319,-259,161,791,1221,1121,1481,1421,1181,591,81,21
1919,-149,-439,91,291,801,1331,1271,1461,1381,381,-129,-229
1920,-89,-39,341,781,1281,1251,1621,1331,1121,501,-179,-159
1921,31,-279,321,461,1291,1261,1811,1611,1151,851,-199,-339
1922,-579,-409,171,361,1171,1431,1411,1431,871,291,-69,-149
1923,-279,-149,251,491,1171,961,1701,1511,1141,831,141,-419
1924,-599,-569,-69,411,1211,1361,1511,1221,1221,721,21,-329
1925,-209,21,-139,571,1161,1271,1491,1401,901,601,-39,-319
1926,-349,181,71,781,971,1111,1461,1371,1281,651,471,-329
1927,-199,-289,291,461,991,1401,1571,1441,1171,561,141,-529
1928,-139,-149,51,611,801,1281,1801,1531,1141,651,343,-397
1929,-677,-957,3,323,1193,1363,1683,1573,1383,783,243,-7
1930,-297,-347,203,633,963,1733,1433,1403,1163,583,303,-277
1931,-417,-367,-317,283,1413,1563,1523,1333,713,473,123,-457
1932,-257,-687,-217,523,1103,1273,1623,1743,1463,633,133,-317
1933,-697,-357,223,403,883,1143,1573,1523,1153,643,43,-697
1934,-277,-297,233,893,1273,1363,1653,1463,1373,653,183,223
1935,-567,-197,-87,443,883,1633,1633,1543,1193,653,233,-287
1936,-97,-257,353,563,1083,1373,1533,1383,1113,273,23,-236
1937,-467,-177,113,513,1363,1573,1533,1513,1153,763,53,-397
1938,-317,-227,363,163,913,1503,1533,1513,1183,673,313,-467
1939,-137,-197,-167,843,923,1523,1593,1673,1153,473,233,-507
1940,-1127,-567,-87,593,993,1423,1433,1243,1103,653,243,-707
1941,-737,-236,53,363,743,1383,1583,1303,1003,643,-107,-307
1942,-1097,-637,-37,413,1033,1363,1433,1613,1493,963,-7,-157
1943,-407,-37,343,703,1093,1233,1523,1633,1253,903,43,-287
