1938,,,,,,,,,1607,993,729,-11
1939,370,195,249,1145,1067,1712,1760,1806,1421,974,680,-57
1940,-585,73,537,1046,1323,1607,1718,1636,1465,1001,617,-642
1941,-309,304,655,824,1063,1729,1946,1669,1377,861,478,-81
1942,-526,-341,677,990,1409,1677,1791,1836,1723,1326,213,303
1943,108,372,883,1076,1427,1543,1855,2016,1604,1259,375,122
1944,41,-210,108,1107,1307,1551,1842,2138,1465,961,404,-13
1945,-626,444,636,1106,1604,1850,1993,1794,1555,1021,314,128
1946,-199,336,717,1264,1554,1565,1928,1768,1579,916,483,-111
1947,-311,73,758,1230,1606,1852,1988,1997,1779,997,638,62
1948,428,201,887,1124,1528,1577,1573,1786,1511,1083,498,-46
1949,66,201,350,1277,1268,1633,1932,1863,1837,1263,496,275
1950,-88,424,703,833,1585,1922,2091,1893,1449,954,564,-89
1951,215,392,470,964,1318,1658,1864,1848,1597,890,838,250
1952,-103,-107,652,1193,1438,1791,2101,1932,1228,918,275,25
1953,-387,-116,660,1142,1501,1548,1891,1793,1640,1185,390,419
1954,-309,-62,775,721,1236,1670,1608,1673,1541,1023,631,199
1955,148,115,314,888,1274,1678,1786,1694,1414,905,383,391
1956,272,-981,600,828,1335,1420,1812,1658,1655,867,264,120
1957,-108,616,950,917,1031,1751,1809,1661,1396,983,530,146
1958,-22,349,124,672,1631,1599,1891,1904,1657,899,420,275
1959,34,281,984,1049,1380,1632,1935,1755,1549,1037,434,381
1960,22,370,831,920,1458,1768,1616,1765,1359,1119,744,77
1961,36,596,733,1281,1198,1717,1680,1718,1860,1209,474,212
1962,199,49,311,953,1156,1534,1750,1881,1499,1081,457,-383
1963,-578,-360,445,1065,1257,1648,1906,1725,1501,970,909,-181
1964,-324,346,408,1049,1501,1817,1983,1718,1552,886,493,-28
1965,254,-324,534,767,1259,1705,1698,1688,1344,966,498,247
1966,-233,786,426,1143,1409,1766,1626,1616,1633,1406,390,106
1967,-37,412,697,812,1383,1569,2015,1819,1457,1262,601,-219
1968,-148,312,574,1134,1321,1674,1749,1685,1446,1217,514,-132
1969,129,64,570,892,1503,1469,1919,1713,1616,1113,580,-475
1970,259,93,260,726,1200,1861,1796,1814,1587,1015,661,-139
1971,-34,4,145,1214,1552,1544,1939,1983,1380,1044,360,61
1972,103,716,871,871,1293,1572,1773,1735,1205,799,506,136
1973,33,-3,383,652,1535,1754,1771,2001,1609,866,459,120
1974,382,461,876,928,1256,1483,1766,1887,1471,554,544,267
1975,477,330,502,839,1356,1508,1835,1817,1802,854,441,-101
1976,70,163,449,906,1460,1829,1918,1635,1394,1260,517,-86
1977,207,544,875,750,1348,1671,1785,1657,1343,1173,506,177
1978,48,122,675,849,1205,1569,1755,1661,1439,883,282,285
1979,-172,375,663,764,1379,1735,1784,1675,1451,1250,410,388
1980,-131,419,594,672,1173,1517,1623,1918,1644,1069,477,-80
1981,-259,-150,874,1108,1354,1693,1701,1842,1585,1037,497,112
1982,80,172,564,809,1418,1799,2056,1813,1758,1059,746,345
1983,362,-120,700,1122,1233,1792,2304,1898,1600,1119,390,195
1984,217,-43,407,880,1205,1655,1873,1806,1381,1203,877,279
1985,-465,-3,516,950,1434,1551,2038,1836,1671,1085,188,531
1986,128,-334,531,837,1622,1683,1810,1845,1518,1205,699,149
1987,-491,87,198,1112,1105,1540,1923,1806,1809,1277,591,322
1988,599,295,359,1081,1606,1625,1908,1903,1519,1341,305,209
1989,19,290,985,982,1514,1598,1932,1867,1522,1204,439,217
1990,63,783,814,856,1579,1652,1882,2000,1424,1365,491,-69
1991,121,82,939,857,1029,1591,2052,2020,1763,997,524,-72
1992,-29,230,693,953,1624,1730,2038,2221,1613,928,708,182
1993,382,-39,467,1194,1659,1785,1778,1869,1508,1025,262,363
1994,343,357,1029,890,1491,1808,2238,2056,1572,1103,931,343
1995,53,622,459,990,1434,1536,2209,1856,1356,1364,575,134
1996,196,96,445,1038,1383,1815,1803,1813,1212,1065,625,59
1997,-33,505,833,799,1499,1727,1797,2028,1627,1041,627,431
1998,275,480,604,1053,1552,1859,1961,1977,1489,1094,285,163
1999,364,-72,705,1023,1682,1645,1963,1941,1836,1179,291,212
2000,-52,441,676,1190,1668,,,,,,,
2002,,,862,1033,1519,2042,1954,1888,1427,1175,789,403
2003,40,-258,867,1093,1662,2334,2077,2355,1620,773,779,311
2004,109,260,595,1055,1281,1725,1928,2008,1598,1400,434,-11
2005,1,-126,611,1090,1521,1896,1919,1735,1718,1263,472,-108
2006,-303,97,377,1051,1478,1868,2363,1620,1874,1524,929,314
2007,438,617,709,1497,1595,1876,1929,1842,1440,1051,403,36
2008,444,517,544,984,1741,1899,1955,1948,1429,1181,683,185
2009,-118,207,551,1317,1746,1755,2020,2111,1716,1121,900,215
2012,,,957,1055,1546,1864,1920,2063,1568,1156,702,302
2013,166,-33,525,1068,1265,1717,2129,1950,1564,1324,473,347
2014,500,,,,,,,,,,,
